postcode,city,state,source,last_update
46000,petaling jaya,selangor,wikipedia,
46050,petaling jaya,selangor,wikipedia,
46100,petaling jaya,selangor,wikipedia,
46150,petaling jaya,selangor,wikipedia,
46200,petaling jaya,selangor,wikipedia,
46300,petaling jaya,selangor,wikipedia,
46350,petaling jaya,selangor,wikipedia,
46400,petaling jaya,selangor,wikipedia,
47000,sungai buloh,selangor,wikipedia,
47100,puchong,selangor,wikipedia,
47110,puchong,selangor,wikipedia,
47120,puchong,selangor,wikipedia,
47130,puchong,selangor,wikipedia,
47140,puchong,selangor,wikipedia,
47150,puchong,selangor,wikipedia,
47160,puchong,selangor,wikipedia,
47170,puchong,selangor,wikipedia,
47180,puchong,selangor,wikipedia,
47190,puchong,selangor,wikipedia,
47200,subang airport,selangor,wikipedia,
47300,petaling jaya,selangor,wikipedia,
47301,petaling jaya,selangor,wikipedia,
47308,petaling jaya,selangor,wikipedia,
47400,petaling jaya,selangor,wikipedia,
47410,petaling jaya,selangor,wikipedia,
47500,subang jaya,selangor,wikipedia,
47600,subang jaya,selangor,wikipedia,
47610,subang jaya,selangor,wikipedia,
47620,subang jaya,selangor,wikipedia,
47630,subang jaya,selangor,wikipedia,
47640,subang jaya,selangor,wikipedia,
47800,petaling jaya,selangor,wikipedia,
47810,petaling jaya,selangor,wikipedia,
47820,petaling jaya,selangor,wikipedia,
47830,petaling jaya,selangor,wikipedia,
48000,rawang,selangor,wikipedia,
48010,rawang,selangor,wikipedia,
48020,rawang,selangor,wikipedia,
48050,rawang,selangor,wikipedia,
48100,batu arang,selangor,wikipedia,
48200,serendah,selangor,wikipedia,
48300,rawang,selangor,wikipedia,
63000,cyberjaya,selangor,wikipedia,
63100,cyberjaya,selangor,wikipedia,
63200,cyberjaya,selangor,wikipedia,
63300,cyberjaya,selangor,wikipedia,
64000,klia,selangor,wikipedia,
68000,ampang,selangor,wikipedia,
68100,batu caves,selangor,wikipedia,
50000,bukit bintang,kualalumpur,wikipedia,
50050,bukit bintang,kualalumpur,wikipedia,
50088,bukit bintang,kualalumpur,wikipedia,
50100,bukit bintang,kualalumpur,wikipedia,
50150,bukit bintang,kualalumpur,wikipedia,
50200,bukit bintang,kualalumpur,wikipedia,
50250,bukit bintang,kualalumpur,wikipedia,
50300,titiwangsa,kualalumpur,wikipedia,
50350,bukit bintang,kualalumpur,wikipedia,
50400,batu,kualalumpur,wikipedia,
50450,bukit bintang,kualalumpur,wikipedia,
50460,bukit bintang,kualalumpur,wikipedia,
50470,bukit bintang,kualalumpur,wikipedia,
50480,segambut,kualalumpur,wikipedia,
50490,segambut,kualalumpur,wikipedia,
51000,batu,kualalumpur,wikipedia,
52000,kepong,kualalumpur,wikipedia,
52100,kepong,kualalumpur,wikipedia,
52200,segambut,kualalumpur,wikipedia,
53000,wangsa maju,kualalumpur,wikipedia,
53100,wangsa maju,kualalumpur,wikipedia,
53200,titiwangsa,kualalumpur,wikipedia,
53300,wangsa maju,kualalumpur,wikipedia,
54000,titiwangsa,kualalumpur,wikipedia,
54100,setiawangsa,kualalumpur,wikipedia,
54200,setiawangsa,kualalumpur,wikipedia,
55000,titiwangsa,kualalumpur,wikipedia,
55100,titiwangsa,kualalumpur,wikipedia,
55200,cheras,kualalumpur,wikipedia,
55300,cheras,kualalumpur,wikipedia,
56000,bandar tun razak,kualalumpur,wikipedia,
56100,cheras,kualalumpur,wikipedia,
57000,seputeh,kualalumpur,wikipedia,
57100,bandar tun razak,kualalumpur,wikipedia,
58000,seputeh,kualalumpur,wikipedia,
58100,lembah pantai,kualalumpur,wikipedia,
58200,seputeh,kualalumpur,wikipedia,
59000,lembah pantai,kualalumpur,wikipedia,
59100,lembah pantai,kualalumpur,wikipedia,
59200,lembah pantai,kualalumpur,wikipedia,
60000,segambut,kualalumpur,wikipedia,
62000,presint 1 & 12,putrajaya,wikipedia,
62050,presint 14 & 15,putrajaya,wikipedia,
62100,presint 2-4 & 16-18,putrajaya,wikipedia,
62150,presint 5-6 & 19-20,putrajaya,wikipedia,
62250,presint 7-10,putrajaya,wikipedia,
62300,presint 11 & 13,putrajaya,wikipedia,
70000,seremban,negerisembilan,wikipedia,
70100,seremban,negerisembilan,wikipedia,
70200,seremban,negerisembilan,wikipedia,
70300,seremban,negerisembilan,wikipedia,
70400,seremban,negerisembilan,wikipedia,
70450,seremban,negerisembilan,wikipedia,
71000,port dickson,negerisembilan,wikipedia,
71010,port dickson,negerisembilan,wikipedia,
71050,si rusa,negerisembilan,wikipedia,
71100,rantau,negerisembilan,wikipedia,
71150,linggi,negerisembilan,wikipedia,
71200,rantau,negerisembilan,wikipedia,
71250,si rusa,negerisembilan,wikipedia,
71300,rembau,negerisembilan,wikipedia,
71350,kota,negerisembilan,wikipedia,
71400,rembau,negerisembilan,wikipedia,
71450,seremban,negerisembilan,wikipedia,
71500,tanjong ipoh,negerisembilan,wikipedia,
71550,tanjong ipoh,negerisembilan,wikipedia,
71600,kuala klawang,negerisembilan,wikipedia,
71650,kuala klawang,negerisembilan,wikipedia,
71700,mantin,negerisembilan,wikipedia,
71750,mantin,negerisembilan,wikipedia,
71760,bandar baru enstek,negerisembilan,wikipedia,
71770,seremban,negerisembilan,wikipedia,
71800,nilai,negerisembilan,wikipedia,
71900,labu,negerisembilan,wikipedia,
71950,bandar sri sendayan,negerisembilan,wikipedia,
71960,port dickson,negerisembilan,wikipedia,
72000,kuala pilah,negerisembilan,wikipedia,
72100,bahau,negerisembilan,wikipedia,
72120,bandar seri jempol,negerisembilan,wikipedia,
72200,batu kikir,negerisembilan,wikipedia,
72300,simpang pertang,negerisembilan,wikipedia,
72400,simpang durian,negerisembilan,wikipedia,
72500,kuala pilah,negerisembilan,wikipedia,
73000,tampin,negerisembilan,wikipedia,
73100,johol,negerisembilan,wikipedia,
73200,gemencheh,negerisembilan,wikipedia,
73300,gemencheh,negerisembilan,wikipedia,
73400,gemas,negerisembilan,wikipedia,
73420,gemas,negerisembilan,wikipedia,
73430,pusat bandar palong,negerisembilan,wikipedia,
73440,pusat bandar palong,negerisembilan,wikipedia,
73450,pusat bandar palong,negerisembilan,wikipedia,
73460,pusat bandar palong,negerisembilan,wikipedia,
73470,pusat bandar palong,negerisembilan,wikipedia,
73480,gemas,negerisembilan,wikipedia,
73500,rompin,negerisembilan,wikipedia,
75000,"banda hilir, melaka raya",melaka,wikipedia,
75050,"semabok, ujong pasir",melaka,wikipedia,
75100,kampung jawa,melaka,wikipedia,
75150,"bukit baru, bukit piatu",melaka,wikipedia,
75200,"klebang, tengkera, limbongan",melaka,wikipedia,
75250,"bachang, malim",melaka,wikipedia,
75260,"cheng, bukit rambai, tanjong minyak, krubong",melaka,wikipedia,
75300,pusat bandaraya,melaka,wikipedia,
75350,batu berendam,melaka,wikipedia,
75400,"peringgit, bukit palah",melaka,wikipedia,
75450,"ayer keroh, bukit beruang, bukit katil",melaka,wikipedia,
75460,"ayer molek, duyong, telok mas",melaka,wikipedia,
76100,durian tunggal,melaka,wikipedia,
76200,kem trendak,melaka,wikipedia,
76300,sungai udang,melaka,wikipedia,
76400,tanjong kling,melaka,wikipedia,
76450,"paya rumput, bertam",melaka,wikipedia,
77000,jasin,melaka,wikipedia,
77100,asahan,melaka,wikipedia,
77200,bemban,melaka,wikipedia,
77300,merlimau,melaka,wikipedia,
77400,sungai rambai,melaka,wikipedia,
77500,selandar,melaka,wikipedia,
78000,alor gajah,melaka,wikipedia,
78100,lubok china,melaka,wikipedia,
78200,kuala sungai baru,melaka,wikipedia,
78300,masjid tanah,melaka,wikipedia,
79000,iskandar puteri,johor,wikipedia,
79100,iskandar puteri,johor,wikipedia,
79150,iskandar puteri,johor,wikipedia,
79200,iskandar puteri,johor,wikipedia,
79250,iskandar puteri,johor,wikipedia,
79503,iskandar puteri,johor,wikipedia,
80000,johor bahru,johor,wikipedia,
80050,johor bahru,johor,wikipedia,
80100,johor bahru,johor,wikipedia,
80150,johor bahru,johor,wikipedia,
80200,johor bahru,johor,wikipedia,
80250,johor bahru,johor,wikipedia,
80300,johor bahru,johor,wikipedia,
80350,johor bahru,johor,wikipedia,
80400,johor bahru,johor,wikipedia,
81000,kulai,johor,wikipedia,
81100,johor bahru,johor,wikipedia,
81200,johor bahru,johor,wikipedia,
81300,johor bahru,johor,wikipedia,
81400,senai,johor,wikipedia,
81440,bandar tenggara,johor,wikipedia,
81450,gugusan taib andak,johor,wikipedia,
81500,pekan nenas,johor,wikipedia,
81550,gelang patah,johor,wikipedia,
81600,pengerang,johor,wikipedia,
81700,pasir gudang,johor,wikipedia,
81750,masai,johor,wikipedia,
81800,ulu tiram,johor,wikipedia,
81850,layang-layang,johor,wikipedia,
81900,kota tinggi,johor,wikipedia,
81920,ayer tawar 2,johor,wikipedia,
81930,bandar penawar,johor,wikipedia,
82000,pontian,johor,wikipedia,
82100,ayer baloi,johor,wikipedia,
82200,benut,johor,wikipedia,
82300,kukup,johor,wikipedia,
83000,batu pahat,johor,wikipedia,
83100,rengit,johor,wikipedia,
83200,senggarang,johor,wikipedia,
83300,seri gading,johor,wikipedia,
83400,seri medan,johor,wikipedia,
83500,parit sulong,johor,wikipedia,
83600,semerah,johor,wikipedia,
83700,yong peng,johor,wikipedia,
84000,muar,johor,wikipedia,
84150,parit jawa,johor,wikipedia,
84200,muar,johor,wikipedia,
84300,bukit pasir,johor,wikipedia,
84400,sungai mati,johor,wikipedia,
84500,panchor,johor,wikipedia,
84600,pagoh,johor,wikipedia,
84700,gerisek,johor,wikipedia,
84800,bukit gambir,johor,wikipedia,
84900,tangkak,johor,wikipedia,
85000,segamat,johor,wikipedia,
85100,batu anam,johor,wikipedia,
85200,jementah,johor,wikipedia,
85300,labis,johor,wikipedia,
85400,chaah,johor,wikipedia,
86000,kluang,johor,wikipedia,
86100,ayer hitam,johor,wikipedia,
86200,simpang renggam,johor,wikipedia,
86300,renggam,johor,wikipedia,
86400,parit raja,johor,wikipedia,
86500,bekok,johor,wikipedia,
86600,paloh,johor,wikipedia,
86700,kahang,johor,wikipedia,
86800,mersing,johor,wikipedia,
86810,mersing,johor,wikipedia,
86900,endau,johor,wikipedia,
87000,labuan,labuan,wikipedia,
88000,kota kinabalu,sabah,wikipedia,
88100,kota kinabalu,sabah,wikipedia,
88200,kota kinabalu,sabah,wikipedia,
88300,kota kinabalu,sabah,wikipedia,
88400,kota kinabalu,sabah,wikipedia,
88450,kota kinabalu,sabah,wikipedia,
88460,kota kinabalu,sabah,wikipedia,
89000,keningau,sabah,wikipedia,
89050,kudat,sabah,wikipedia,
89100,kota marudu,sabah,wikipedia,
89150,kota belud,sabah,wikipedia,
89200,tuaran,sabah,wikipedia,
89250,tamparuli,sabah,wikipedia,
89260,tenghilan,sabah,wikipedia,
89300,ranau,sabah,wikipedia,
89500,penampang,sabah,wikipedia,
89600,papar,sabah,wikipedia,
89650,tambunan,sabah,wikipedia,
89700,bongawan,sabah,wikipedia,
89720,membakut,sabah,wikipedia,
89740,kuala penyu,sabah,wikipedia,
89760,menumbok,sabah,wikipedia,
89800,beaufort,sabah,wikipedia,
89850,sipitang,sabah,wikipedia,
89900,tenom,sabah,wikipedia,
89950,nabawan,sabah,wikipedia,
90000,sandakan,sabah,wikipedia,
90100,beluran,sabah,wikipedia,
90200,kota kinabatangan,sabah,wikipedia,
90300,sandakan,sabah,wikipedia,
90400,pamol,sabah,wikipedia,
91000,tawau,sabah,wikipedia,
91039,tawau,sabah,wikipedia,
91100,lahad datu,sabah,wikipedia,
91150,lahad datu,sabah,wikipedia,
91200,kunak,sabah,wikipedia,
91300,semporna,sabah,wikipedia,
93000,kuching,sarawak,wikipedia,
93010,kuching,sarawak,wikipedia,
93050,kuching,sarawak,wikipedia,
93100,kuching,sarawak,wikipedia,
93150,kuching,sarawak,wikipedia,
93200,kuching,sarawak,wikipedia,
93250,kuching,sarawak,wikipedia,
93300,kuching,sarawak,wikipedia,
93350,kuching,sarawak,wikipedia,
93400,kuching,sarawak,wikipedia,
93450,kuching,sarawak,wikipedia,
94000,bau,sarawak,wikipedia,
94200,siburan,sarawak,wikipedia,
94300,kota samarahan,sarawak,wikipedia,
94500,lundu,sarawak,wikipedia,
94600,asajaya,sarawak,wikipedia,
94650,kabong,sarawak,wikipedia,
94700,serian,sarawak,wikipedia,
94750,serian,sarawak,wikipedia,
94760,serian,sarawak,wikipedia,
94800,simunjan,sarawak,wikipedia,
94850,sebuyau,sarawak,wikipedia,
94900,lingga,sarawak,wikipedia,
94950,pusa,sarawak,wikipedia,
95000,sri aman,sarawak,wikipedia,
95300,roban,sarawak,wikipedia,
95400,saratok,sarawak,wikipedia,
95500,debak,sarawak,wikipedia,
95600,spaoh,sarawak,wikipedia,
95700,betong,sarawak,wikipedia,
95800,engkilili,sarawak,wikipedia,
95900,lubok antu,sarawak,wikipedia,
96000,sibu,sarawak,wikipedia,
96100,sarikei,sarawak,wikipedia,
96150,belawai,sarawak,wikipedia,
96200,daro,sarawak,wikipedia,
96250,matu,sarawak,wikipedia,
96300,dalat,sarawak,wikipedia,
96350,balingian,sarawak,wikipedia,
96400,mukah,sarawak,wikipedia,
96410,mukah,sarawak,wikipedia,
96500,bintangor,sarawak,wikipedia,
96600,julau,sarawak,wikipedia,
96700,kanowit,sarawak,wikipedia,
96800,kapit,sarawak,wikipedia,
96850,song,sarawak,wikipedia,
96900,belaga,sarawak,wikipedia,
97000,bintulu,sarawak,wikipedia,
97100,sebauh,sarawak,wikipedia,
97200,tatau,sarawak,wikipedia,
97300,bintulu,sarawak,wikipedia,
98000,miri,sarawak,wikipedia,
98050,baram,sarawak,wikipedia,
98100,lutong,sarawak,wikipedia,
98150,bekenu,sarawak,wikipedia,
98200,niah,sarawak,wikipedia,
98300,long lama,sarawak,wikipedia,
98700,limbang,sarawak,wikipedia,
98750,nanga medamit,sarawak,wikipedia,
98800,sundar,sarawak,wikipedia,
98850,lawas,sarawak,wikipedia,
91308,semporna,sabah,google map,
89308,kundasang,sabah,google map,
89307,ranau,sabah,google map,
89257,tamparuli,sabah,google map,
89058,kudat,sabah,google map,
88843,kota kinabalu,sabah,google map,
91307,semporna,sabah,google map,
88800,kota kinabalu,sabah,google map,
88858,kota kinabalu,sabah,google map,
89157,kota belud,sabah,google search,
89057,kudat,sabah,google search,
89570,kudat,sabah,ota address,
89747,kuala penyu,sabah,google search,
88855,kota kinabalu,sabah,google search,
91309,semporna,sabah,google map,
90702,sandakan,sabah,google search,
88993,kota kinabalu,sabah,google map,
88813,kota kinabalu,sabah,google map,
88991,kota kinabalu,sabah,google search,
88814,kota kinabalu,sabah,google search,
88999,kota kinabalu,sabah,google map,
89158,kota belud,sabah,google map,
50230,kuala lumpur,kualalumpur,ota address,
53250,kuala lumpur,kualalumpur,ota address,
50330,chow kit,kualalumpur,ota address,
50790,segambut,kualalumpur,ota address,
77220,bemban,melaka,google search,
75620,"cheng, bukit rambai, tanjong minyak, krubong",melaka,ota address,
75500,"bandar hilir, melaka raya",melaka,google map,
81110,skudai,johor,google map,
79259,iskandar puteri,johor,google map,
81250,senai,johor,google map,
89130,bandar penawar,johor,ota address,
83010,batu pahat,johor,ota address,
91930,bandar penawar,johor,ota address,
81760,pasir gudang,johor,google map,
7100,langkawi,kedah,ota address,
5440,alor setar,kedah,ota address,
98008,miri,sarawak,google search,
98070,mulu,sarawak,ota address,
93756,kuching,sarawak,google search,
95007,sri aman,sarawak,google search,
93860,kuching,sarawak,ota address,
97012,bintulu,sarawak,ota address,
94100,pelaman siru,sarawak,ota address,
40250,shah alam,selangor,google search,
48720,petaling jaya,selangor,google search,
47650,subang jaya,selangor,google map,
62502,"putrajaya, serdang",putrajaya,google search,
62505,"putrajaya, serdang",putrajaya,google search,
62200,presint 5-6 & 19-20,putrajaya,google search,
10030,georgetown,penang,google search,
10440,georgetown,penang,ota address,
10500,georgetown,penang,ota address,
11150,batu feringghi,penang,ota address,
69100,genting highlands,pahang,ota address,
20040,cukai,terengganu,ota address,
16160,kota bharu,kelantan,ota address,
87007,labuan,labuan,ota address,
87014,labuan,labuan,ota address,
71560,port dickson,negerisembilan,google map,
89208,kota kinabalu,sabah,ota address,09-02-2024
90709,sandakan,sabah,ota address,09-02-2024
88330,kota kinabalu,sabah,ota address,09-02-2024
91038,semporna,sabah,ota address,09-02-2024
90717,sandakan,sabah,ota address,09-02-2024
88600,kota kinabalu,sabah,ota address,09-02-2024
90705,sandakan,sabah,ota address,09-02-2024
88846,kota kinabalu,sabah,ota address,09-02-2024
91350,semporna,sabah,ota address,09-02-2024
91010,tawau,sabah,ota address,09-02-2024
88801,kota kinabalu,sabah,ota address,09-02-2024
88830,kota kinabalu,sabah,ota address,09-02-2024
91037,semporna,sabah,ota address,09-02-2024
88839,kota kinabalu,sabah,ota address,09-02-2024
90707,sandakan,sabah,ota address,09-02-2024
88916,kota kinabalu,sabah,ota address,09-02-2024
90009,sandakan,sabah,ota address,09-02-2024
89709,kuala penyu,sabah,ota address,09-02-2024
89159,kota kinabalu,sabah,ota address,09-02-2024
91113,sandakan,sabah,ota address,09-02-2024
89209,tuaran,sabah,ota address,09-02-2024
89008,keningau,sabah,ota address,09-02-2024
88778,kota kinabalu,sabah,ota address,09-02-2024
91110,lahad datu,sabah,ota address,09-02-2024
88771,inanam,sabah,ota address,09-02-2024
89808,beaufort,sabah,ota address,09-02-2024
89657,tambun,sabah,ota address,09-02-2024
40675,shah alam,selangor,ota address,09-02-2024
40420,shah alam,selangor,ota address,09-02-2024
40718,shah alam,selangor,ota address,09-02-2024
40310,shah alam,selangor,ota address,09-02-2024
40350,shah alam,selangor,ota address,09-02-2024
81050,johor bahru,johor,ota address,09-02-2024
81910,kota tinggi,johor,ota address,09-02-2024
81620,pengerang,johor,ota address,09-02-2024
83020,batu pahat,johor,ota address,09-02-2024
83050,batu pahat,johor,ota address,09-02-2024
22220,jerteh,terengganu,ota address,09-02-2024
39011,cameron highlands,pahang,ota address,09-02-2024
86807,mersing,pahang,ota address,09-02-2024
26101,balok,pahang,ota address,09-02-2024
10040,george town,penang,ota address,09-02-2024
98857,lawas,sarawak,ota address,09-02-2024
98107,lutong,sarawak,ota address,09-02-2024
98059,bario,sarawak,ota address,09-02-2024
93732,kuching,sarawak,ota address,09-02-2024
98060,bario,sarawak,ota address,09-02-2024
98007,miri,sarawak,ota address,09-02-2024
87029,labuan,labuan,ota address,09-02-2024
87010,labuan,labuan,ota address,09-02-2024
87008,labuan,labuan,ota address,09-02-2024
87015,labuan,labuan,ota address,09-02-2024
87030,labuan,labuan,ota address,09-02-2024
31020,ipoh,perak,ota address,09-02-2024
36210,seri iskandar,perak,ota address,09-02-2024
31999,sitiawan,perak,ota address,09-02-2024
73838,langkawi,kedah,ota address,09-02-2024
5450,alor setar,kedah,ota address,09-02-2024
15990,kota bharu,kelantan,ota address,09-02-2024
17100,pasir mas,kelantan,ota address,09-02-2024
15151,kota bharu,kelantan,ota address,09-02-2024
50240,bukit bintang,kualalumpur,ota address,09-02-2024
50259,bukit bintang,kualalumpur,ota address,09-02-2024
51050,bukit bintang,kualalumpur,ota address,09-02-2024
65205,putrajaya,putrajaya,ota address,09-02-2024
10570,tanjong tokong,penang,ota address,09-02-2024
89807,beaufort,sabah,ota address,09-02-2024